,index,date,sport,exercise,details,comments,distance_km,run_hours,run_minutes,run_seconds,run_total_seconds,details_fixed,reps_sum,weight,weights_lifted,muscle1,muscle2,description
333,52,2024-04-11,kalistenika,dipy,x5 x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,triceps,klatka,
334,52,2024-04-11,kalistenika,podciąganie podchwytem,x5 x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,plecy,biceps,
335,52,2024-04-11,kalistenika,pompki,x12 x15 x12 x12,,0.0,0.0,0.0,0.0,0.0,1x12 1x15 1x12 1x12,51,0.0,0.0,klatka,triceps,
336,52,2024-04-11,kalistenika,podciąganie młotek,x3 x3 x3 x3,,0.0,0.0,0.0,0.0,0.0,1x3 1x3 1x3 1x3,12,0.0,0.0,plecy,biceps,
337,52,2024-04-11,kalistenika,pompki pike,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,barki,,
338,52,2024-04-11,kalistenika,podciąganie australijskie nachwytem,x10 x10 x10x 10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10x 10,30,0.0,0.0,plecy,,
339,52,2024-04-11,kalistenika,diamenty,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,triceps,klatka,
340,52,2024-04-11,kalistenika,wzniosy nóg,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,brzuch,chwyt,
341,52,2024-04-11,bieganie,dystans,3.54km,,3.54,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
342,52,2024-04-11,bieganie,tempo,5'24,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
343,52,2024-04-11,bieganie,czas,00:19:06,,0.0,0.0,19.0,6.0,1146.0,,0,0.0,0.0,bieganie,,
344,53,2024-04-12,bieganie,dystans,10,,10.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
345,53,2024-04-12,bieganie,tempo,4'52,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
346,53,2024-04-12,bieganie,czas,00:48:40,,0.0,0.0,48.0,40.0,2920.0,,0,0.0,0.0,bieganie,,
347,54,2024-04-13,rower,dystans,15.81,,0.0,0.0,0.0,0.0,0.0,15.81,0,0.0,0.0,bieganie,,
348,54,2024-04-13,rower,tempo,13'34,,0.0,0.0,0.0,0.0,0.0,13'34,0,0.0,0.0,bieganie,,
349,54,2024-04-13,rower,czas,01:11:06,,0.0,0.0,0.0,0.0,0.0,01:11:06,0,0.0,0.0,bieganie,,
350,55,2024-04-15,bieganie,dystans,8,,8.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
351,55,2024-04-15,bieganie,tempo,4'43,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
352,55,2024-04-15,bieganie,czas,00:37:53,,0.0,0.0,37.0,53.0,2273.0,,0,0.0,0.0,bieganie,,
353,56,2024-04-16,siłownia,wyciskanie na ławce płaskiej,80kg x4 x5 x5; 70kg x8 x8,,0.0,0.0,0.0,0.0,0.0,80kg 1x4 1x5 1x5,14,80.0,1120.0,klatka,triceps,
354,56,2024-04-16,siłownia,wyciskanie na ławce płaskiej,80kg x4 x5 x5; 70kg x8 x8,,0.0,0.0,0.0,0.0,0.0, 70kg 1x8 1x8,16,70.0,1120.0,klatka,triceps,
355,56,2024-04-16,siłownia,wyciąg górny do klatki,70kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,70kg 1x8 1x8 1x8 1x8,32,70.0,2240.0,plecy,,
356,56,2024-04-16,siłownia,modlitewnik sztanga,11.25kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,11.25kg 1x10 1x10 1x10 1x10,40,11.25,450.0,biceps,,
357,56,2024-04-16,siłownia,triceps wyciąg,5 płytek x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,5 płytek 1x8 1x8 1x8 1x8,32,0.0,0.0,triceps,,"wyciąg górny, dowolny uchwyt"
358,56,2024-04-16,siłownia,wyciskanie hantli nad głowę,20kg x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,20kg 1x10 1x10 1x10 1x10,40,20.0,800.0,barki,,
359,56,2024-04-16,siłownia,barki bokiem,9kg x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,9kg 1x8 1x8 1x8,24,9.0,216.0,barki,,
360,56,2024-04-16,siłownia,zwis,6x25/20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
361,57,2024-04-17,bieganie,dystans,12,,12.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
362,57,2024-04-17,bieganie,tempo,4'54,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
363,57,2024-04-17,bieganie,czas,00:58:51,,0.0,0.0,58.0,51.0,3531.0,,0,0.0,0.0,bieganie,,
364,58,2024-04-22,kalistenika,podciąganie nachwytem kółka,x7 x7 x7 x7,,0.0,0.0,0.0,0.0,0.0,1x7 1x7 1x7 1x7,28,0.0,0.0,plecy,,
365,58,2024-04-22,kalistenika,dipy kólka,x4 x4 x4 x4,,0.0,0.0,0.0,0.0,0.0,1x4 1x4 1x4 1x4,16,0.0,0.0,triceps,klatka,
366,58,2024-04-22,kalistenika,podciąganie australijskie nachwytem,x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10 1x10,40,0.0,0.0,plecy,,
367,58,2024-04-22,kalistenika,przysiady na jednej nodze z kółkami,x3 x3 x3 x3,,0.0,0.0,0.0,0.0,0.0,1x3 1x3 1x3 1x3,12,0.0,0.0,,,
368,58,2024-04-22,kalistenika,pompki,x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10 1x10,40,0.0,0.0,klatka,triceps,
369,58,2024-04-22,kalistenika,podciąganie australijskie  podchywtem,x7 x7 x7 x7,,0.0,0.0,0.0,0.0,0.0,1x7 1x7 1x7 1x7,28,0.0,0.0,plecy,biceps,
370,58,2024-04-22,kalistenika,pompki pike,x5 x5 x5 x5,,0.0,0.0,0.0,0.0,0.0,1x5 1x5 1x5 1x5,20,0.0,0.0,barki,,
371,58,2024-04-22,kalistenika,zwis,6x27/20,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
372,59,2024-04-23,bieganie,dystans,10,,10.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
373,59,2024-04-23,bieganie,tempo,4'47,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
374,59,2024-04-23,bieganie,czas,00:47:49,,0.0,0.0,47.0,49.0,2869.0,,0,0.0,0.0,bieganie,,
375,60,2024-04-27,siłownia,wyciskanie na ławce płaskiej,85kg x3 x3 x3; 75kg x6,,0.0,0.0,0.0,0.0,0.0,85kg 1x3 1x3 1x3,9,85.0,765.0,klatka,triceps,
376,60,2024-04-27,siłownia,wyciskanie na ławce płaskiej,85kg x3 x3 x3; 75kg x6,,0.0,0.0,0.0,0.0,0.0, 75kg 1x6,6,75.0,450.0,klatka,triceps,
377,60,2024-04-27,siłownia,wyciąg górny do klatki,73kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,73kg 1x8 1x8 1x8 1x8,32,73.0,2336.0,plecy,,
378,60,2024-04-27,siłownia,modlitewnik sztanga,10kg x10 x10,,0.0,0.0,0.0,0.0,0.0,10kg 1x10 1x10,20,10.0,200.0,biceps,,
379,60,2024-04-27,siłownia,triceps wyciąg,27kg x6; 23kg z10 x10 x8,xd,0.0,0.0,0.0,0.0,0.0,27kg 1x6,6,27.0,162.0,triceps,,"wyciąg górny, dowolny uchwyt"
380,60,2024-04-27,siłownia,triceps wyciąg,27kg x6; 23kg z10 x10 x8,xd,0.0,0.0,0.0,0.0,0.0, 23kg z10 1x10 1x8,18,23.0,414.0,triceps,,"wyciąg górny, dowolny uchwyt"
381,60,2024-04-27,siłownia,barki bokiem,10kg x8 x8 x8 x8,,0.0,0.0,0.0,0.0,0.0,10kg 1x8 1x8 1x8 1x8,32,10.0,320.0,barki,,
382,60,2024-04-27,siłownia,zwis,3x28s 20s 2x10s,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,chwyt,przedramie,na czas
383,60,2024-04-27,siłownia,uginanie ramion z obrotem stojąc,12.5 kg x12 x12  x12 x12,,0.0,0.0,0.0,0.0,0.0,12.5 kg 1x12 1x12  1x12 1x12,48,0.0,0.0,biceps,,
384,61,2024-04-28,marszobieg,dystans,6km,,0.0,0.0,0.0,0.0,0.0,6km,0,0.0,0.0,bieganie,,
385,62,2024-04-29,bieganie,dystans,3.16,,3.16,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
386,62,2024-04-29,bieganie,tempo,4'53,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,bieganie,,
387,62,2024-04-29,bieganie,czas,00:15:27,,0.0,0.0,15.0,27.0,927.0,,0,0.0,0.0,bieganie,,
388,62,2024-04-29,kalistenika,podciąganie nachwytem,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,plecy,,
389,62,2024-04-29,kalistenika,dipy,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,triceps,klatka,
390,62,2024-04-29,kalistenika,podciąganie podchwytem,x6 x6 x6 x6,,0.0,0.0,0.0,0.0,0.0,1x6 1x6 1x6 1x6,24,0.0,0.0,plecy,biceps,
391,62,2024-04-29,kalistenika,pompki,x15 x15 x12 x12,,0.0,0.0,0.0,0.0,0.0,1x15 1x15 1x12 1x12,54,0.0,0.0,klatka,triceps,
392,62,2024-04-29,kalistenika,podciąganie młotek,x3 x3 x3 x3,,0.0,0.0,0.0,0.0,0.0,1x3 1x3 1x3 1x3,12,0.0,0.0,plecy,biceps,
393,62,2024-04-29,kalistenika,pompki pike,x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10 1x10,40,0.0,0.0,barki,,
394,62,2024-04-29,kalistenika,podciąganie australijskie nachwytem,x10 x10 x10 x10,,0.0,0.0,0.0,0.0,0.0,1x10 1x10 1x10 1x10,40,0.0,0.0,plecy,,
